ID,hl,hl_linker1,hl_linker2,hl_linker3,hl_linker4,lh,lh_linker1,lh_linker2,lh_linker3,lh_linker4,Separate
6obz,82.14881355932201,81.03184304399524,78.33693925233645,80.97147181008901,81.15774420651218,82.00764527845035,80.18865636147444,79.10147196261684,79.72485163204747,80.95053681431504,86.15889824291664
6ani,83.33071206467662,78.02934065934066,78.07147781774579,78.06065204143815,81.41070460704607,81.76069029850747,79.15171855921857,78.97744004796162,78.88574040219379,79.9783830171635,86.47112568069306
3eyq,82.04572364316905,79.15603796693202,77.0849879735418,79.09625611246945,81.53029296285112,82.3772988147224,79.02891304347825,76.00796452194828,79.03091687041564,80.8393566898218,86.00142322954824
7u5g,81.44369879518071,78.73701183431953,77.20501453488372,78.38765505020673,79.95473284671533,81.3336626506024,79.78586982248521,80.46402325581396,79.17279976373301,80.56494890510949,85.15019155699665
4fqq,78.60467230443975,74.60673094037377,75.41870591664238,74.00325436778205,78.29797423887588,79.56430987617034,73.21118955799466,73.18836782279219,72.70912940479717,75.41920960187353,82.33253103947422
6vi2,79.8352001185888,77.46829303815903,78.13204408817634,76.44640593195696,76.89974698102358,80.7186125111177,77.00586076318089,78.5557572287432,77.37145972666471,80.30372915468661,84.54116741623645
4qhm,80.13522118380062,78.53732415902141,76.77457657657658,78.88388888888889,78.33620814479637,80.42002180685358,76.8681865443425,76.13185585585585,77.01087606837606,78.0954992458522,83.5437078300902
5uix,81.59441438763376,77.88870327102804,78.2031343283582,78.33835860058309,79.3884894782358,79.76286860879905,77.85264018691589,78.41547646383468,78.46415743440234,80.09182185067743,84.55227880501224
4g6k,83.77300212701307,81.8870426738287,79.42790384051597,81.6949419124218,82.24403415783274,82.23413248252811,80.22591465234258,79.64109938434476,80.29345248733989,81.032105418139,87.22978611405132
4nhg,80.73793039154755,79.36381940207443,76.79799580587178,79.32729293544459,80.36052964188987,81.05771286513362,78.09237339841367,76.5202546434991,77.31645554202193,79.33353596148059,84.82949996909764
5iie,82.21962229102168,77.34794832826748,76.51433731343283,77.3982797330097,79.7676611694153,82.75568421052631,77.01431914893617,77.95186268656717,77.95999696601942,80.60895352323837,85.44793810912438
5cd3,81.18442757364106,79.06146734267818,74.20475241722825,77.4978386424531,79.92371689228958,81.74216519890676,78.21093050999106,75.10057427483153,77.49334623399822,79.51829017068864,85.26274256663726
7mf7,77.20059484066768,74.63318926974665,73.97968960468522,74.60087771496578,76.16412352941177,78.74552655538695,75.01304023845006,75.17243045387994,75.18752157096102,77.2423382352941,82.29012302532806
7k8p,81.84438226299694,78.81367867867867,77.95641887905605,79.43350119904076,81.16790518518518,81.48463302752293,77.94244744744745,78.334005899705,77.73996402877698,80.22114962962964,84.93356989163647
2hff,84.30378462496111,79.55640085548427,80.18337533753376,79.88210430009148,83.19968655816757,83.1348957360722,81.42325695080966,78.90469846984698,80.89722171393717,82.0591742013261,87.49237892480951
7t97,83.21393607305937,81.44616143497757,79.95483406754774,81.32510593852581,81.97317109144542,83.51907458143076,80.7947563527653,80.61582966226139,80.6508116980006,82.69536283185842,87.2310152502063
6okq,80.36810786650774,79.28718091334895,76.33977272727275,79.19530976037404,79.92005489742847,79.89548867699642,77.78962822014051,75.68596662830839,77.69286966686148,78.24251661369547,84.52677836977229
6mee,80.02899293828676,75.78890262285198,75.28336689369263,76.5969365031598,79.06910172516359,79.0858090267117,75.9199427193247,78.15841871483565,77.33405958471262,79.32016061867935,84.1200593433372
3f12,79.00193116634799,75.74774233896186,73.72763044812768,73.13848626716604,79.86964230650632,80.70595920968769,78.24175422138836,75.92146715776549,78.07737827715357,80.73967930928153,84.3562987868383
5f7e,83.72501985945615,81.99809480948096,78.92256704980844,79.87644803833481,82.04520130254589,83.20507485487319,80.84326432643263,80.18784556439728,81.1207097933513,81.52508880994671,87.5917408230537
7jxe,80.31402819436111,78.27521803182086,77.10630573248407,79.29589411764707,77.5502878743821,78.86130173965206,77.82341190335886,78.01864215402432,77.86862058823529,78.06334108752543,83.21893852989079
1vge,82.10225271411338,80.29445793838862,78.4487805587893,78.09196333530456,80.78229465068692,82.16002412545235,80.62580568720378,79.06917054714786,80.47416617386162,80.64774042677581,85.78810785103894
5y9k,78.68514033427941,71.28845868152276,70.4375934366454,69.65194624652456,78.19902625152625,78.52465468306528,74.7886010523058,74.61601033120631,74.73083719493357,76.92876984126985,83.9399404766641
5gs1,85.47288732394365,83.16839569160997,81.14923793859649,83.20570621468926,84.07280818131564,85.37530516431924,83.70124149659864,80.7233826754386,83.37449717514126,85.88822001105584,89.05414508993051
5ifh,75.29575644504749,73.27470079787234,72.68483050847458,70.5068115461181,75.45190304618409,68.99063093622796,68.17625332446808,69.73208930899608,67.17602853351028,72.27071077628563,77.78005197700828
7u0c,76.8056551724138,77.90679692307693,77.34360422960725,78.48041769041768,78.77394537177541,79.10068965517242,76.56664307692307,77.26159818731118,76.03617321867321,78.80274658573597,84.20076530289214
3qhz,79.05253928346951,75.63820789636027,75.94063597819503,75.25094827586207,77.43268329783997,78.20521998742929,75.47240283775447,74.16003634161115,74.76712130541871,76.94727106784302,83.3403340328496
4fze,80.2865098161421,77.68419700214133,74.99391709221989,77.88897709923666,77.66363910681955,79.86006855718293,77.2281921076782,75.92926103935116,77.32207328244276,77.01642426071213,84.40176828225343
3u4b,81.97079562259687,75.80189189189188,76.29951156812338,75.98293878735132,78.73203671830179,79.8130464359657,75.82751525719267,76.26844044558699,75.90319698288367,78.38919965576592,83.81044667666387
4ut7,73.34838609237156,73.83768495218922,73.60544211040548,74.1523883592574,74.45235728346456,76.06116242864556,72.93179164569703,73.53478260869566,73.3055845459107,72.96820866141734,81.72215994484432
4hqq,82.17883972772277,77.94644592952612,77.65533412887828,77.98869314736204,81.14492058735391,83.18866027227723,80.35675577156744,78.5544093078759,77.81987871437235,81.1494366197183,84.50869527086337
8ae2,82.60257882212969,77.870447106955,78.71355255600228,77.44857351225203,79.66644361119123,82.26309042236764,78.43550847457627,79.027429638139,77.34604142357058,81.94755408133832,85.84531253363738
6wgk,79.8691570648878,75.89016974389517,76.49150672908132,71.43718192627824,79.19262709374082,80.19634930260764,78.66836212030971,78.78612346401405,77.63336801426874,80.36579488686455,84.12669079012937
5ubz,81.00356328919003,77.16179014212277,75.90080487080488,77.52542408693027,78.38817720763723,80.1403664921466,77.74579679467796,77.04442233442234,76.13051313009358,77.88695405727924,84.54523255098553
5grv,84.6141690793283,77.9382092893117,80.09103952355171,81.50503625209147,82.41018013100437,84.4408801389693,83.10672635702296,79.95897130481862,82.53591745677636,84.72711790393012,88.19493536144222
1fvd,83.00190706095353,81.49513930053348,79.68963890506697,78.74644970414201,81.43037437847325,83.40629752564875,81.80662714878483,81.9321025043681,81.76752366863904,82.42295992980405,86.86450763568975
6u8c,79.94540904716074,76.95558073654391,77.14249922767993,76.77497329563305,79.61801365611421,80.61960538979788,76.15939250865596,76.9956811862836,77.61017907634307,79.15345127250154,84.56321485483883
4dn3,82.72492839352428,76.95932762836185,77.42359243697479,76.77654667480171,79.47887247512813,80.97326587795766,77.39929400977995,78.4658943577431,77.64165954850519,79.54591196864637,85.94243160669704
4hk3,80.16938157081013,76.08949301760777,74.63026833631484,76.13013333333333,77.42863731656185,80.50039579468151,77.49204614450515,76.66355396541444,77.66988787878788,79.77321353698713,84.18009547739463
1qlr,81.11213801601971,77.01720205686631,78.4943998811646,77.38891908212561,79.57746642793195,80.05969500924215,79.31124924379915,79.93552881758764,79.46128925120775,80.66849895553567,85.21236392442549
1jv5,85.68815880322211,77.40422135706339,76.4183638320775,81.82648558758314,81.72837221920783,85.54910241657078,80.13186874304782,75.5805113024758,81.16384146341464,81.7827509495388,87.1996341636576
1fvc,85.83823496027243,84.50191547749726,81.19378320935176,84.9533807439825,85.3142099625067,86.09044835414302,81.90543358946213,81.4637725823592,82.4115043763676,84.07846813069095,88.80571729254527
4hie,81.2920112781955,76.84537822878228,78.88888586956521,79.38018723143033,80.67145283591142,82.26198934837093,77.27172201722017,79.38958937198068,78.3032044198895,80.80696390658174,85.41790466257743
5od8,81.82071385722855,77.70048615203301,78.0916184134337,77.8464911764706,78.9530910148299,80.65546190761846,78.64176487919859,79.16722061378113,78.82569411764706,79.56515266065716,84.92008163716488
5xrq,80.23547204399634,76.70063306330634,77.0086236368995,76.81966756513926,79.81184132622855,79.46640696608617,77.00316831683168,76.87194518125553,77.3587601078167,78.51910005920664,83.32906543710246
4ky1,84.55365103532276,82.19602272727273,80.15016157461811,79.47503880597014,83.29523163174979,83.36781059683314,80.74646232057415,81.11709165687425,80.51407761194031,82.29501032753025,88.04002670461689
3eo9,82.44980434118008,78.44975983188232,79.7073724565025,78.22291279592447,82.26307464454976,81.72862121675331,78.36983488441909,80.12761722205839,78.36222655079412,81.20918542654027,85.74130416024884
5u4r,80.87275567344533,79.26042282073558,76.74692285795616,79.24173460537729,79.09694682675814,81.07286177424108,79.09163915435853,79.05677198975235,79.31663486556808,80.35828187535735,84.75838497999395
6ele,83.06831164901665,77.95554531946507,79.36272408759125,78.02328685849896,81.57268328445747,82.8873767019667,79.29181872213967,80.2582102189781,79.47459507564521,80.60892375366569,86.19602777932408
4odh,83.0455600624025,80.17346707503829,78.75935939849624,79.3121339040049,79.55327190332326,82.19339469578783,78.74531087289434,79.29924812030075,78.81178844390095,80.9603746223565,85.70343420052617
6e65,81.31067641681902,79.03428785158589,78.45196649029981,77.67672341696536,80.78974608798346,81.92288543570994,79.45601137043685,77.08226631393298,77.16000597371566,79.14330676114555,84.25021825556001
5i19,84.09525589947899,82.60772795666566,80.56535619272834,82.69117753079003,82.08731888361044,83.56682500766168,81.36102317183268,82.07573751108482,81.7430309402223,83.0246971496437,87.66280907021215
7vsw,82.80495288574794,79.07067997685186,77.9586803185438,78.23265742345464,80.97380748357612,82.7436160188457,79.49142650462963,79.64618600682594,79.42020797227036,81.43063410454157,86.57855240029158
7myt,79.06026402640263,76.5809549071618,76.0190645815233,73.94715210355987,76.1913408958697,78.65663966396639,75.9461597406425,75.17419635099913,74.23791409238011,75.26289994182665,82.47498803019198
6umi,79.37571773949834,77.21235381418818,75.16953339165939,76.43350222222223,76.56449912126538,79.26840435176791,74.83791035915702,76.14297462817149,74.99928296296297,77.43747803163444,82.36119707948518
6q1e,78.62949893713939,75.85635848493887,75.89415763258131,76.10625781482584,78.3576633313714,79.30465532948679,77.34268416343573,76.05783767946089,75.88194700803811,78.1206415538552,83.42342707422966
3nfs,83.01549828178693,80.28784728610856,79.46401686239085,79.87782675237221,82.33530852994556,82.86505154639175,79.97262802821221,80.72976513098465,81.00847872666053,81.87921960072596,86.6098061928934
4yhn,83.34944411237298,81.52873458602465,78.672743796884,81.40750879249708,82.06941466241669,82.63654811715482,80.42774515560775,80.34477495672245,79.84273739742088,81.0073630831643,87.071632185633
1dn0,81.44079817905917,77.48726378539494,78.76096632503659,77.58260339184766,78.40750588235295,79.445062215478,78.68976453055143,80.41490775988287,78.98076762868193,80.3673794117647,84.0490661311799
6w7y,82.4058393939394,79.31830654761904,79.66769298245615,79.19345513963161,82.17342731277533,81.86297575757575,79.24218452380953,80.44639473684212,79.57639631610219,81.71742731277531,87.08719771947415
4g5z,83.46061411549039,81.8661296129613,80.15701738874154,81.52725067385444,82.2919745411486,82.35668499847236,80.5932913291329,80.401877394636,80.29148846960167,81.5711456483126,87.08418587822004
5tjd,82.1591640866873,79.93401215805471,78.14428358208956,80.11808859223301,80.09342428785608,80.32695975232198,78.72274468085106,78.68745970149253,78.03642597087378,79.83919640179909,84.87305342094902
6wor,82.14260694358339,77.96460133901401,76.5523640167364,77.96714763061969,80.6870669468628,81.5571667699938,77.67799147900183,78.0405977286312,77.27212940461726,79.68711197838488,85.51425274321423
5uxq,71.0695442670537,68.50205135520685,66.21916409537167,68.7153859299345,70.9959690140845,72.83068214804064,71.57060199714694,69.50502384291725,72.03859299344916,71.81374366197183,78.01001018513631
1mco,78.42882664493789,78.48663715033206,77.49556373036388,78.57671959798996,78.55046071001196,79.16644734161743,76.73058160595693,75.47979319944324,76.33937085427135,76.94770841643398,82.83222879941619
5jo5,81.9702372881356,79.16456278366111,79.09436552748885,79.09219873150106,79.93830746268657,82.30517719568569,77.58267473524963,78.9204041604755,77.53268800966475,79.43768656716418,85.97677376231641
4jm4,79.16918028004667,74.48567087155963,75.84861330326945,74.26706353749285,77.93961505802433,78.88974912485412,76.29808199541283,76.28559751972944,76.71906124785347,78.09278799886782,83.43841687692776
5tqa,77.57131013615734,74.59869836552748,72.74520583941606,71.55026994956987,75.83709677419355,76.50676550680787,74.05426448736998,72.27676496350365,72.13291901512905,75.65557478005866,82.35753957928051
4evn,80.5303007751938,79.27395433789954,79.3100956651719,78.63574293527803,80.94067267267268,80.54514108527133,76.8831902587519,76.18200298953661,76.44525372227287,79.61609909909909,84.76417466969014
3fzu,83.54431650246306,81.72669286577994,79.562648456057,80.4748611949306,81.68187294959738,82.34233990147784,80.96035973397824,80.73831650831355,81.19131261315631,82.01541604533254,87.04484529733008
6y1k,81.26172392448159,77.69980856882407,77.16857057594748,77.72277221716712,78.27197841726618,80.40513463324048,78.86319963536918,77.61085944494181,78.49778586593874,79.79342026378896,84.42139254454032
5tgb,81.6667144638404,79.28806609547124,76.33608774038461,79.07449908368967,80.80880772713553,78.68865336658355,75.77501835985312,74.66895733173077,75.41927611484422,77.43665258074253,84.08168329177057
5w6c,80.55350904076003,75.68363827866386,76.75668046112918,75.95520877140282,80.09584026128266,80.55432730615998,77.80391513692447,76.86833284067396,76.91626914989487,78.81791567695961,83.99622134890879
6n7u,81.75779666351904,78.19030583873958,76.06159842280861,78.2118778908418,80.20886045094454,80.7786685552408,78.17548347235093,78.50966333030028,78.6099753314832,78.16449725776965,85.43525750175208
6mtr,80.2022891566265,76.15047619047618,74.50545725350015,73.57659400544959,79.41414422501497,80.87984244670992,76.45196542311191,76.41506702412869,76.72677263094157,79.59967684021544,83.61563510572674
3qny,79.92257248611969,76.43011205330103,71.89657941701368,74.18932587666264,79.48662085449655,81.71768044417026,77.68728043609933,77.93791493158835,77.6947430471584,78.8299492082462,84.42892138575247
5i1i,83.47362407862408,80.99609770808203,78.21165284360188,79.02223660445514,82.30067539422791,83.7156296068796,80.54783172496984,79.64600710900473,80.93548163756775,81.22255281166319,86.81043238397913
2fjf,83.35195076923078,79.55138066465257,80.09144213649853,79.46476477683956,80.35502831594634,84.2134123076923,81.32983987915408,80.41085756676557,79.8938630880579,82.51054843517137,87.10208773059966
6dl8,75.88420197515133,69.34036261331666,69.16075483277079,69.16352574102964,74.55125770653514,75.58723160242116,74.43666770865896,72.97435716477447,73.85376599063963,75.87265413070284,81.6909849540631
5ewi,79.89559052757794,76.90699057714959,77.05683738425925,74.43109347442682,78.08651264167392,79.74547961630697,76.81988810365135,77.74465277777779,78.17569077013522,78.62177564661437,83.68980920502844
6v4r,83.76371586376189,79.27777643868635,80.05751701686889,79.35824060150377,82.952853745541,81.77735501687633,79.40595058752636,79.91479135839006,80.0749894736842,81.03232758620689,86.4352180332734
7rqp,82.80877338239804,79.5451068955134,78.04862762496303,80.03909227532313,80.96651812240047,81.61538485127261,78.66161397169527,78.6640313516711,79.17324015629697,80.73776292335116,85.20548099233056
4qhn,80.62741614906832,77.95705487804878,78.18148203592816,78.69291539866099,78.47988872180451,81.23938198757764,78.14803963414634,76.38838922155689,78.12199634814364,79.77804511278195,84.40868547705858
6pzh,79.38098833640271,77.80878239903556,77.20021018354056,78.06579121540312,77.11788878977104,79.89192756292205,77.3054189270645,77.50250740082889,77.3592689530686,78.76658043413619,83.1111760558625
6xja,70.59751623376623,69.82408598726114,70.44864374999999,68.29684361093452,70.98780847723704,69.77666558441558,69.6819076433121,71.784084375,67.45184361093452,70.96552904238618,76.63538689719468
1ad0,82.31970054446462,78.01626856803328,79.59655866900175,77.85624555160143,81.94187335092347,82.32206594071386,80.37761140819964,80.86042323409224,80.02985172004746,81.13776605101143,86.1852880873245
4xce,79.09513727882856,75.1466776512882,75.56670982931136,75.1740101674641,76.24714159030447,78.49626601586333,75.28364589574595,76.10312831077104,74.94861842105263,77.5139048182087,83.31364314340865
7vmz,83.55444410413476,80.20428571428572,79.45243131462334,80.30725007505254,82.35176261127596,82.12250535987751,80.08741654135338,80.19859970457902,78.78745722005404,80.97791097922848,86.29817923830139
6mef,80.15712158054711,75.73982985074628,74.98068035190616,75.02229439809297,77.94175257731959,78.9612188449848,76.64630447761193,78.45448093841642,77.16474672228844,77.81879234167896,84.2498687439935
5tdp,83.38933703361086,81.58821677263094,79.74802259887005,81.71207011181626,82.82341397849461,82.59927844588344,79.91274901604602,80.36479036574488,80.12962828649138,82.08782855436083,86.74082691473822
2zkh,80.76879875195007,75.55789280245023,75.11432180451129,70.97403546316112,77.18404531722055,83.44281123244929,77.59812251148546,78.00881503759399,77.61142158361358,80.1858580060423,86.0704440777304
5ud9,75.3676585963837,74.81096900391213,73.37295595625184,70.72180534695104,71.30660629453682,75.62150475022985,73.8166476075835,74.67655926692285,73.92882547311505,73.13585213776723,80.34686366274468
5n4j,80.51235143769968,77.07924764890282,77.64468615384615,77.42525031289111,77.59202782071097,81.47576996805111,77.8644012539185,78.71980307692307,77.92870150187734,79.90016692426583,84.81188863520279
6gc2,81.8687592364532,80.0315114873035,77.32876781472685,79.11485214242607,79.62268416343572,81.41476908866997,77.81289903264812,77.88343824228028,78.20820458660229,79.95155383238891,85.16331740433785
3g6a,82.04943722943723,80.03982695810565,77.67020572450805,79.48339999999999,80.64600479185385,82.19089672232529,79.1188494231937,77.08533989266547,78.65703333333333,79.90677148846959,84.33888299069628
4d9l,81.15789522342065,78.73062934947049,77.35195245170877,78.64903352461492,79.06629552238807,81.19832665639446,77.22889863842661,76.97979494799405,77.020501359106,78.85306268656717,85.3554444655978
4py7,81.99081977279704,78.02408200180886,78.3924400355345,78.9576888353897,80.87209101725163,80.88802272029474,78.69170033162496,78.97763103346165,78.77854047547397,81.26136823319453,85.06346923906568
6nb8,80.81144683323649,77.6486379211879,77.91807411566535,77.46708950969213,79.4269974626445,80.32235037768739,79.91750142775555,79.28744806288603,80.66161630558723,80.47382012968707,84.61304927936206
6ztf,81.88289370671484,78.0226264418811,76.90485033420518,77.7229731325657,79.99951546993577,82.35566997892202,78.61034309375924,78.51854112176693,77.88731620903454,79.86684179801517,86.04767689830443
5vr9,82.04425976385104,80.55151650312222,78.37601226993864,78.64660730186999,81.3025234741784,81.08244928852557,79.02154623847754,79.80059304703477,77.46993469872366,80.43935152582159,85.45864912836697
4hk0,80.50262300219367,77.74163334358659,76.72405919661733,77.73964077371815,78.66915655339805,82.21733312441242,78.62937557674562,78.21752340682573,79.55495241019344,80.7843052184466,84.89864111555764
5adp,81.71613558263043,79.0121343146274,78.77940078289672,78.93565350474441,79.32058378705383,81.62050921587004,79.95021465808036,79.32858777476663,79.59873890419344,79.94927102238356,85.15252075294967
3gje,81.56905900621118,78.01333841463413,77.42036826347305,78.38948569689592,80.11712481203007,81.36101863354038,77.74133536585366,77.96351497005988,77.38243457090688,79.61173533834587,85.0320736882716
7wpv,81.71656495468277,78.53871216617209,76.9365364431487,78.41640995260663,80.96446852122988,82.3768912386707,77.41556973293768,78.20110787172013,77.18938981042655,79.2307027818448,87.0172050207718
7ven,83.19974159402241,80.84654951100245,78.51179771908764,78.66187919463087,79.88610491407897,82.70921232876712,79.54999388753056,79.50903361344537,79.14369737644905,81.0753331323485,86.84893703241895
5uby,81.5091390325525,73.82937556020316,73.68810390372762,71.73640918580375,77.41661261792451,80.77351080012168,76.44685688676427,75.15298209568536,73.88827915299733,76.45728183962265,84.47508919824296
6wgb,80.67300292492688,78.39141855275741,76.0084985924304,72.28646834234807,79.53494971715902,80.77234644133897,76.31118903410902,77.9819893650297,77.00660515431117,78.51307039597737,83.91008574794294
7lsb,81.50053756680289,79.71000000000001,78.6339048773099,79.38495842315984,79.84349360925135,82.24396730587866,78.71813329219376,77.58541654044228,78.50046196489068,81.26622945830796,86.07810144497815
5tpl,76.13204,71.29261329305136,73.4633353115727,70.332294933655,75.31963040238449,76.92194461538462,74.01287311178248,73.96320474777448,70.4881785283474,74.77370491803279,81.82181933687758
6btj,80.78766432283705,77.49584809366556,77.66040401061632,78.23004495055439,80.58859300947866,80.14304188321614,77.6712338637046,79.38203479799469,78.13181899910099,80.18390995260664,84.94155842053513
3w9d,80.34360414052696,77.1372998768473,76.75668984280532,75.69940995697603,80.32373823261464,80.03322145545796,77.90710591133004,77.80238814993955,77.73438844499078,78.34023382933493,84.37162656165128
4ub0,83.28392824287029,78.96861487503764,79.7597781721384,79.01431018935979,81.88764705882353,82.91157007053052,80.47690454682325,80.65444838805087,80.3986865043583,82.12664884135472,86.36924966179969
6ell,83.32230861965039,78.2796062759029,79.34889761489238,78.24189420803782,81.55927256792287,82.20314647377938,79.06629958555357,80.45737056428156,79.74764479905437,81.77139643587496,86.12626465882875
6ugu,79.99982758620689,78.91344325609032,75.94944249854058,74.54724792408066,78.2255057167986,81.50818814277073,78.73274806892454,78.86142440163455,79.003081257414,78.87103488712987,84.79274395374311
4ocr,80.79761732851986,77.5875265957447,76.49896631823461,78.53195280235987,78.25831729367162,80.62286101083033,76.07342198581561,76.8109756097561,76.73427433628319,77.90106736657918,83.36363658027028
1opg,78.73081481481482,75.43268413391557,75.13620886981403,75.40442603894216,77.29532471264369,78.21473777777777,76.98801164483261,76.7071244635193,77.92231618715489,78.50818103448275,82.8640651196958
5f6h,81.09086776859505,77.90450717404865,77.64214329454991,77.36292341220422,80.16217471547216,81.25072472981564,78.26779164067374,77.97592161665646,77.32824408468244,79.00451245770532,85.05367374899367
4x0k,78.68555394851026,77.07908160363947,78.00663125524183,77.40473743968208,77.98023301516001,72.73845530807058,74.46557293147569,74.71133072407046,68.72764689185354,74.89203537338574,79.65035073507752
7n3g,82.90787234042553,81.00697244928854,78.98081772227178,80.52037171350861,81.17819593787335,82.08220166512488,80.05707538601273,80.01049063336308,78.72796010879419,80.92284647550777,86.57509692940249
4eow,80.504416918429,76.64505637982195,75.61857434402333,76.4736018957346,79.01390043923864,81.01383685800606,76.53159050445103,77.12495918367347,76.10204087677725,80.09810248901904,83.98370381212035
3hi5,83.00085906450629,81.34086160312219,78.85930698908875,80.01628408750375,81.52484300947867,83.37114338122899,79.84644551185829,80.15384547331169,79.62345819598441,82.5636048578199,86.76169021474108
6nb5,81.31335,78.90738343558283,76.04099397590363,77.53234537660748,79.79854765506808,80.68426875,77.79164417177914,75.30985240963857,76.6573790569504,79.76360363086233,84.70995743189103
7rpt,83.18827035330263,80.74209954751132,78.59931851851852,77.48131887985546,81.04593452380952,81.7347342549923,79.36898039215686,80.45865481481482,79.28149653718759,80.8622589285714,86.33596666646511
5jof,79.86861017982324,75.82542951212213,74.98617465451338,75.83938751120407,77.75958653278204,78.37697653154527,75.57131397785095,75.72193472508086,76.16345085150881,77.84761075014767,83.38128121506469
7wc0,78.29752926289149,76.57999379074822,75.91677232551051,75.43780601177563,75.8673576240049,78.30465991774756,74.68382179447376,75.27154830844255,74.7034397273009,76.70099510104103,82.67229532781818
2a9m,79.63769535673838,81.02901971522454,78.38963414634146,81.5673307860262,80.21692677712453,80.76991506228767,77.76701533406353,77.66818133616118,76.44737991266376,80.07898984500268,84.68061888428355
7o4y,83.36342710223835,79.24057040998218,80.35076765907763,79.2209015421115,80.46940486660803,82.18836660617059,80.27546939988116,80.97302977232924,80.86879893238435,81.9703136909997,87.1210514931928
4jha,83.02767110841914,80.11602914931588,79.50832554061952,77.46801365795723,81.19031405928969,81.38000000000001,79.34711778703154,79.55922852133256,78.91736045130642,81.42385970061636,86.30625007477676
7t99,83.89273225708195,82.10900688004787,80.01729944166911,82.0654702896387,82.34498524203067,84.04383186110266,81.19809751720011,80.70661475168968,81.02702000597193,83.0083766233766,87.4355217527332
4xml,80.88935199269852,77.99134149985062,78.10214558262402,77.66338801073665,79.33121757075472,81.7820657134165,78.27239916342994,78.54117111828589,76.98541604533253,80.45190742924528,84.03041105975531
1rz8,81.40656938653962,76.39465476887068,77.09783783783784,76.3683089953271,79.58048224083164,79.84364800476473,76.73620245757752,77.99096607245544,76.972511682243,78.61377995957262,83.81495639031468
2fgw,83.31296643483519,81.78028512028511,80.25363583309017,79.2166320782686,81.5230246189918,83.60917145449048,81.88623106623106,82.23018675226146,82.19627038244886,82.53055978898007,87.17432474153654
3u46,80.52807293210792,75.41056510340809,76.06976524477525,75.47277697004944,78.60384416331225,78.80210495108213,76.1257005534518,76.01470655596908,75.62656876999128,77.02372627947096,83.07069182592318
5esa,80.39490530891027,77.49138677232551,75.86093983837175,77.38878308487983,79.3971106434155,78.28413225706302,74.78812252362086,75.65440586650703,72.95489199878308,78.16309380637402,83.8970259492929
6amm,81.44300714507611,76.96251296126867,77.89545971847859,76.70211872146119,80.24734055354995,80.9094035414725,79.2173132052455,79.13698113207548,79.43041095890412,79.97361311672685,84.53400556914639
6xul,80.1085166163142,76.45853709198813,75.31894752186588,76.40287914691943,78.82553733528552,78.61036253776435,76.43107418397626,75.87321574344024,76.67223341232229,78.60509516837483,83.08657201085369
2g75,80.8931484962406,79.13629151291514,77.28447765700483,78.84140270104359,80.01001213224143,81.07073621553884,78.65190036900368,77.48037741545895,78.54686617556783,81.03481649984836,84.87566875
5w1g,81.59201302545885,77.97702152414195,78.42509433962263,77.54541521486644,80.03258685041631,80.6143102427472,77.87058755090167,79.32616352201258,77.76971835075494,80.23482917025552,84.70967647141313
7mf9,75.69673288508558,73.75086734693878,74.31434846698114,73.45319352905932,75.92018063369855,79.5944315403423,76.00986494597839,75.20259433962264,74.99183942480528,78.23955285756588,83.24455746190776
5dr5,81.73577877429,80.21807929515418,79.14131890331892,80.45892113749633,79.46390144927537,81.63807174887891,78.92967107195302,78.97511399711401,78.40635297566696,80.4820115942029,85.33398718246661
1bey,80.67376307692307,76.39299093655589,74.94667359050446,76.45473160434258,80.49117436661699,81.099,77.12612688821751,74.46229673590504,76.29761761158022,80.61560357675113,83.06091080621655
1mim,82.3825332508506,78.51743091406011,77.62107068297047,78.09939678690513,80.54780107849011,81.54269409217446,78.82261767385363,78.78849090366833,78.86738708699605,80.09588376273217,85.60946027732999
